giftBag,InvoiceNo,StockCode,Description,Quantity,InvoiceMonth,UnitPrice,CustomerID,Country,CountryCode
0,552878,22026,BANQUET BIRTHDAY  CARD  ,12,5,0.42,12625,Germany,15
0,544480,22026,BANQUET BIRTHDAY  CARD  ,72,2,0.36,14646,Netherlands,25
0,541980,22026,BANQUET BIRTHDAY  CARD  ,12,1,0.42,12421,Spain,32
0,563518,22026,BANQUET BIRTHDAY  CARD  ,12,8,0.42,12421,Spain,32
0,566756,22026,BANQUET BIRTHDAY  CARD  ,12,9,0.42,12457,Switzerland,34
0,574740,22026,BANQUET BIRTHDAY  CARD  ,24,11,0.42,12357,Switzerland,34
0,545475,22027,TEA PARTY BIRTHDAY CARD,144,3,0.36,12415,Australia,1
0,560473,22027,TEA PARTY BIRTHDAY CARD,12,7,0.42,12431,Australia,1
0,563749,22027,TEA PARTY BIRTHDAY CARD,12,8,0.42,12360,Austria,2
0,554938,22027,TEA PARTY BIRTHDAY CARD,12,5,0.42,12876,Belgium,4
0,559058,22027,TEA PARTY BIRTHDAY CARD,72,7,0.36,12407,Belgium,4
0,566076,22027,TEA PARTY BIRTHDAY CARD,12,9,0.42,12449,Belgium,4
0,546252,22027,TEA PARTY BIRTHDAY CARD,12,3,0.42,14930,Channel Islands,7
1,557889,22027,TEA PARTY BIRTHDAY CARD,12,6,0.42,12412,Denmark,10
1,561102,22027,TEA PARTY BIRTHDAY CARD,12,7,0.42,12412,Denmark,10
0,577126,22027,TEA PARTY BIRTHDAY CARD,12,11,0.42,12406,Denmark,10
0,542216,22027,TEA PARTY BIRTHDAY CARD,12,1,0.42,14911,EIRE,11
0,551950,22027,TEA PARTY BIRTHDAY CARD,12,5,0.42,14911,EIRE,11
0,556126,22027,TEA PARTY BIRTHDAY CARD,12,6,0.42,14911,EIRE,11
0,556510,22027,TEA PARTY BIRTHDAY CARD,12,6,0.42,14911,EIRE,11
0,558864,22027,TEA PARTY BIRTHDAY CARD,12,7,0.42,,EIRE,11
0,565928,22027,TEA PARTY BIRTHDAY CARD,12,9,0.42,,EIRE,11
0,570703,22027,TEA PARTY BIRTHDAY CARD,12,10,0.42,14911,EIRE,11
0,575751,22027,TEA PARTY BIRTHDAY CARD,24,11,0.42,14911,EIRE,11
0,576880,22027,TEA PARTY BIRTHDAY CARD,12,11,0.42,14911,EIRE,11
0,549588,22027,TEA PARTY BIRTHDAY CARD,12,4,0.42,12428,Finland,13
0,540178,22027,TEA PARTY BIRTHDAY CARD,12,1,0.42,12681,France,14
0,540239,22027,TEA PARTY BIRTHDAY CARD,12,1,0.42,12682,France,14
0,540463,22027,TEA PARTY BIRTHDAY CARD,24,1,0.42,12489,France,14
0,540824,22027,TEA PARTY BIRTHDAY CARD,12,1,0.42,12728,France,14
0,542735,22027,TEA PARTY BIRTHDAY CARD,12,1,0.42,12681,France,14
0,543030,22027,TEA PARTY BIRTHDAY CARD,12,2,0.42,12437,France,14
0,544115,22027,TEA PARTY BIRTHDAY CARD,12,2,0.42,12727,France,14
0,545515,22027,TEA PARTY BIRTHDAY CARD,12,3,0.42,12727,France,14
0,547504,22027,TEA PARTY BIRTHDAY CARD,12,3,0.42,12683,France,14
0,548737,22027,TEA PARTY BIRTHDAY CARD,12,4,0.42,12682,France,14
0,549274,22027,TEA PARTY BIRTHDAY CARD,24,4,0.42,12721,France,14
0,550313,22027,TEA PARTY BIRTHDAY CARD,12,4,0.42,12681,France,14
0,552315,22027,TEA PARTY BIRTHDAY CARD,12,5,0.42,12700,France,14
0,554109,22027,TEA PARTY BIRTHDAY CARD,12,5,0.42,12682,France,14
0,554555,22027,TEA PARTY BIRTHDAY CARD,12,5,0.42,12437,France,14
0,557069,22027,TEA PARTY BIRTHDAY CARD,12,6,0.42,12562,France,14
0,558045,22027,TEA PARTY BIRTHDAY CARD,12,6,0.42,12615,France,14
0,558687,22027,TEA PARTY BIRTHDAY CARD,12,7,0.42,12598,France,14
0,558813,22027,TEA PARTY BIRTHDAY CARD,12,7,0.42,12682,France,14
0,559134,22027,TEA PARTY BIRTHDAY CARD,12,7,0.42,12700,France,14
0,559418,22027,TEA PARTY BIRTHDAY CARD,12,7,0.42,12681,France,14
0,564372,22027,TEA PARTY BIRTHDAY CARD,12,8,0.42,12714,France,14
0,565854,22027,TEA PARTY BIRTHDAY CARD,24,9,0.42,12490,France,14
0,565930,22027,TEA PARTY BIRTHDAY CARD,24,9,0.42,12685,France,14
0,566873,22027,TEA PARTY BIRTHDAY CARD,12,9,0.42,12682,France,14
0,567296,22027,TEA PARTY BIRTHDAY CARD,12,9,0.42,12682,France,14
0,568040,22027,TEA PARTY BIRTHDAY CARD,12,9,0.42,12681,France,14
0,568988,22027,TEA PARTY BIRTHDAY CARD,12,9,0.42,12718,France,14
0,569699,22027,TEA PARTY BIRTHDAY CARD,12,10,0.42,12723,France,14
0,573891,22027,TEA PARTY BIRTHDAY CARD,12,11,0.42,12682,France,14
0,576087,22027,TEA PARTY BIRTHDAY CARD,24,11,0.42,12689,France,14
0,577121,22027,TEA PARTY BIRTHDAY CARD,12,11,0.42,12681,France,14
0,579708,22027,TEA PARTY BIRTHDAY CARD,12,11,0.42,12682,France,14
0,536974,22027,TEA PARTY BIRTHDAY CARD,12,12,0.42,12682,France,14
0,537463,22027,TEA PARTY BIRTHDAY CARD,12,12,0.42,12681,France,14
0,580986,22027,TEA PARTY BIRTHDAY CARD,12,12,0.42,12650,France,14
0,581171,22027,TEA PARTY BIRTHDAY CARD,12,12,0.42,12615,France,14
0,546365,22027,TEA PARTY BIRTHDAY CARD,12,3,0.42,12520,Germany,15
0,549316,22027,TEA PARTY BIRTHDAY CARD,12,4,0.42,12705,Germany,15
0,552878,22027,TEA PARTY BIRTHDAY CARD,12,5,0.42,12625,Germany,15
0,554700,22027,TEA PARTY BIRTHDAY CARD,12,5,0.42,12613,Germany,15
0,560876,22027,TEA PARTY BIRTHDAY CARD,12,7,0.42,12626,Germany,15
0,576607,22027,TEA PARTY BIRTHDAY CARD,12,11,0.42,12474,Germany,15
0,552883,22027,TEA PARTY BIRTHDAY CARD,72,5,0.36,14646,Netherlands,25
0,555106,22027,TEA PARTY BIRTHDAY CARD,12,5,0.42,12790,Netherlands,25
0,555589,22027,TEA PARTY BIRTHDAY CARD,24,6,0.42,12802,Netherlands,25
0,563076,22027,TEA PARTY BIRTHDAY CARD,72,8,0.36,14646,Netherlands,25
0,572035,22027,TEA PARTY BIRTHDAY CARD,144,10,0.36,14646,Netherlands,25
0,575508,22027,TEA PARTY BIRTHDAY CARD,144,11,0.36,14646,Netherlands,25
0,573195,22027,TEA PARTY BIRTHDAY CARD,12,10,0.42,12432,Norway,26
0,547897,22027,TEA PARTY BIRTHDAY CARD,12,3,0.42,12792,Portugal,28
0,551868,22027,TEA PARTY BIRTHDAY CARD,12,5,0.42,12540,Spain,32
0,541518,22027,TEA PARTY BIRTHDAY CARD,24,1,0.42,12451,Switzerland,34
0,541569,22027,TEA PARTY BIRTHDAY CARD,12,1,0.42,13520,Switzerland,34
0,560245,22027,TEA PARTY BIRTHDAY CARD,12,7,0.42,,Switzerland,34
0,574740,22027,TEA PARTY BIRTHDAY CARD,24,11,0.42,12357,Switzerland,34
0,565218,22027,TEA PARTY BIRTHDAY CARD,12,9,0.42,12739,United Arab Emirates,35
0,570467,22027,TEA PARTY BIRTHDAY CARD,12,10,0.42,12607,USA,38
0,580158,22027,TEA PARTY BIRTHDAY CARD,12,12,0.42,12558,USA,38
0,545475,22028,PENNY FARTHING BIRTHDAY CARD,72,3,0.36,12415,Australia,1
0,556917,22028,PENNY FARTHING BIRTHDAY CARD,72,6,0.36,12415,Australia,1
0,562602,22028,PENNY FARTHING BIRTHDAY CARD,12,8,0.42,12865,Austria,2
0,545657,22028,PENNY FARTHING BIRTHDAY CARD,12,3,0.42,14911,EIRE,11
0,556510,22028,PENNY FARTHING BIRTHDAY CARD,12,6,0.42,14911,EIRE,11
0,558864,22028,PENNY FARTHING BIRTHDAY CARD,12,7,0.42,,EIRE,11
1,560300,22028,PENNY FARTHING BIRTHDAY CARD,12,7,0.42,14911,EIRE,11
1,560534,22028,PENNY FARTHING BIRTHDAY CARD,12,7,0.42,14911,EIRE,11
0,562670,22028,PENNY FARTHING BIRTHDAY CARD,12,8,0.42,14911,EIRE,11
0,565928,22028,PENNY FARTHING BIRTHDAY CARD,12,9,0.42,,EIRE,11
0,567899,22028,PENNY FARTHING BIRTHDAY CARD,12,9,0.42,14911,EIRE,11
0,570388,22028,PENNY FARTHING BIRTHDAY CARD,12,10,0.42,14911,EIRE,11
0,570703,22028,PENNY FARTHING BIRTHDAY CARD,12,10,0.42,14911,EIRE,11
0,577355,22028,PENNY FARTHING BIRTHDAY CARD,12,11,0.42,14911,EIRE,11
0,549588,22028,PENNY FARTHING BIRTHDAY CARD,12,4,0.42,12428,Finland,13
0,552315,22028,PENNY FARTHING BIRTHDAY CARD,12,5,0.42,12700,France,14
0,558045,22028,PENNY FARTHING BIRTHDAY CARD,12,6,0.42,12615,France,14
0,559134,22028,PENNY FARTHING BIRTHDAY CARD,12,7,0.42,12700,France,14
0,564372,22028,PENNY FARTHING BIRTHDAY CARD,12,8,0.42,12714,France,14
0,568988,22028,PENNY FARTHING BIRTHDAY CARD,12,9,0.42,12718,France,14
0,578698,22028,PENNY FARTHING BIRTHDAY CARD,24,11,0.42,12620,France,14
0,581171,22028,PENNY FARTHING BIRTHDAY CARD,12,12,0.42,12615,France,14
0,552878,22028,PENNY FARTHING BIRTHDAY CARD,12,5,0.42,12625,Germany,15
0,554700,22028,PENNY FARTHING BIRTHDAY CARD,12,5,0.42,12613,Germany,15
0,558628,22028,PENNY FARTHING BIRTHDAY CARD,24,6,0.42,12626,Germany,15
0,560728,22028,PENNY FARTHING BIRTHDAY CARD,12,7,0.42,12520,Germany,15
0,578298,22028,PENNY FARTHING BIRTHDAY CARD,12,11,0.42,12619,Germany,15
0,538397,22028,PENNY FARTHING BIRTHDAY CARD,72,12,0.36,12753,Japan,21
0,541206,22028,PENNY FARTHING BIRTHDAY CARD,72,1,0.36,14646,Netherlands,25
0,557525,22028,PENNY FARTHING BIRTHDAY CARD,12,6,0.42,12759,Netherlands,25
0,565967,22028,PENNY FARTHING BIRTHDAY CARD,12,9,0.42,14646,Netherlands,25
0,566173,22028,PENNY FARTHING BIRTHDAY CARD,24,9,0.42,12787,Netherlands,25
0,573195,22028,PENNY FARTHING BIRTHDAY CARD,12,10,0.42,12432,Norway,26
0,551868,22028,PENNY FARTHING BIRTHDAY CARD,12,5,0.42,12540,Spain,32
0,555726,22028,PENNY FARTHING BIRTHDAY CARD,12,6,0.42,12540,Spain,32
0,566040,22028,PENNY FARTHING BIRTHDAY CARD,12,9,0.42,12540,Spain,32
0,574740,22028,PENNY FARTHING BIRTHDAY CARD,24,11,0.42,12357,Switzerland,34
0,565218,22028,PENNY FARTHING BIRTHDAY CARD,12,9,0.42,12739,United Arab Emirates,35
0,543989,22029,SPACEBOY BIRTHDAY CARD,144,2,0.36,12415,Australia,1
0,545475,22029,SPACEBOY BIRTHDAY CARD,72,3,0.36,12415,Australia,1
0,569650,22029,SPACEBOY BIRTHDAY CARD,72,10,0.36,12415,Australia,1
0,569722,22029,SPACEBOY BIRTHDAY CARD,12,10,0.42,12431,Australia,1
0,562602,22029,SPACEBOY BIRTHDAY CARD,12,8,0.42,12865,Austria,2
0,563749,22029,SPACEBOY BIRTHDAY CARD,12,8,0.42,12360,Austria,2
0,576019,22029,SPACEBOY BIRTHDAY CARD,12,11,0.42,12865,Austria,2
0,550284,22029,SPACEBOY BIRTHDAY CARD,12,4,0.42,12383,Belgium,4
0,551985,22029,SPACEBOY BIRTHDAY CARD,12,5,0.42,12395,Belgium,4
0,552884,22029,SPACEBOY BIRTHDAY CARD,12,5,0.42,12395,Belgium,4
0,559295,22029,SPACEBOY BIRTHDAY CARD,12,7,0.42,12362,Belgium,4
0,561507,22029,SPACEBOY BIRTHDAY CARD,12,7,0.42,12397,Belgium,4
0,566076,22029,SPACEBOY BIRTHDAY CARD,12,9,0.42,12449,Belgium,4
0,573401,22029,SPACEBOY BIRTHDAY CARD,12,10,0.42,12364,Belgium,4
0,575154,22029,SPACEBOY BIRTHDAY CARD,12,11,0.42,12395,Belgium,4
0,577046,22029,SPACEBOY BIRTHDAY CARD,12,11,0.42,12449,Belgium,4
0,546252,22029,SPACEBOY BIRTHDAY CARD,12,3,0.42,14930,Channel Islands,7
0,545657,22029,SPACEBOY BIRTHDAY CARD,12,3,0.42,14911,EIRE,11
1,560300,22029,SPACEBOY BIRTHDAY CARD,12,7,0.42,14911,EIRE,11
0,563020,22029,SPACEBOY BIRTHDAY CARD,12,8,0.42,12428,Finland,13
0,541138,22029,SPACEBOY BIRTHDAY CARD,12,1,0.42,12553,France,14
0,541631,22029,SPACEBOY BIRTHDAY CARD,12,1,0.42,12637,France,14
0,542629,22029,SPACEBOY BIRTHDAY CARD,24,1,0.42,12731,France,14
0,544115,22029,SPACEBOY BIRTHDAY CARD,12,2,0.42,12727,France,14
0,544355,22029,SPACEBOY BIRTHDAY CARD,12,2,0.42,12714,France,14
0,547722,22029,SPACEBOY BIRTHDAY CARD,12,3,0.42,12553,France,14
0,552315,22029,SPACEBOY BIRTHDAY CARD,12,5,0.42,12700,France,14
0,553208,22029,SPACEBOY BIRTHDAY CARD,12,5,0.42,12674,France,14
0,557069,22029,SPACEBOY BIRTHDAY CARD,12,6,0.42,12562,France,14
0,557247,22029,SPACEBOY BIRTHDAY CARD,12,6,0.42,12731,France,14
0,558045,22029,SPACEBOY BIRTHDAY CARD,12,6,0.42,12615,France,14
0,558687,22029,SPACEBOY BIRTHDAY CARD,12,7,0.42,12598,France,14
0,559134,22029,SPACEBOY BIRTHDAY CARD,12,7,0.42,12700,France,14
0,562275,22029,SPACEBOY BIRTHDAY CARD,12,8,0.42,12689,France,14
0,563712,22029,SPACEBOY BIRTHDAY CARD,12,8,0.42,12680,France,14
0,564372,22029,SPACEBOY BIRTHDAY CARD,12,8,0.42,12714,France,14
0,565854,22029,SPACEBOY BIRTHDAY CARD,24,9,0.42,12490,France,14
0,565865,22029,SPACEBOY BIRTHDAY CARD,12,9,0.42,12637,France,14
0,565930,22029,SPACEBOY BIRTHDAY CARD,12,9,0.42,12685,France,14
0,566115,22029,SPACEBOY BIRTHDAY CARD,12,9,0.42,12674,France,14
0,566163,22029,SPACEBOY BIRTHDAY CARD,12,9,0.42,12637,France,14
0,566873,22029,SPACEBOY BIRTHDAY CARD,12,9,0.42,12682,France,14
0,573867,22029,SPACEBOY BIRTHDAY CARD,12,11,0.42,12674,France,14
0,574093,22029,SPACEBOY BIRTHDAY CARD,24,11,0.42,12437,France,14
0,578698,22029,SPACEBOY BIRTHDAY CARD,12,11,0.42,12620,France,14
0,539607,22029,SPACEBOY BIRTHDAY CARD,12,12,0.42,12681,France,14
0,580986,22029,SPACEBOY BIRTHDAY CARD,12,12,0.42,12650,France,14
0,581171,22029,SPACEBOY BIRTHDAY CARD,12,12,0.42,12615,France,14
0,542229,22029,SPACEBOY BIRTHDAY CARD,12,1,0.42,12474,Germany,15
0,552337,22029,SPACEBOY BIRTHDAY CARD,12,5,0.42,12621,Germany,15
0,556578,22029,SPACEBOY BIRTHDAY CARD,12,6,0.42,12472,Germany,15
0,557569,22029,SPACEBOY BIRTHDAY CARD,12,6,0.42,12474,Germany,15
0,558628,22029,SPACEBOY BIRTHDAY CARD,12,6,0.42,12626,Germany,15
0,560590,22029,SPACEBOY BIRTHDAY CARD,12,7,0.42,12560,Germany,15
0,560876,22029,SPACEBOY BIRTHDAY CARD,12,7,0.42,12626,Germany,15
0,561037,22029,SPACEBOY BIRTHDAY CARD,12,7,0.42,12472,Germany,15
0,564140,22029,SPACEBOY BIRTHDAY CARD,12,8,0.42,12621,Germany,15
0,565261,22029,SPACEBOY BIRTHDAY CARD,12,9,0.42,12474,Germany,15
0,565416,22029,SPACEBOY BIRTHDAY CARD,12,9,0.42,12710,Germany,15
0,568103,22029,SPACEBOY BIRTHDAY CARD,12,9,0.42,12518,Germany,15
0,570718,22029,SPACEBOY BIRTHDAY CARD,24,10,0.42,12518,Germany,15
0,571308,22029,SPACEBOY BIRTHDAY CARD,12,10,0.42,12475,Germany,15
1,570189,22029,SPACEBOY BIRTHDAY CARD,12,10,0.42,12492,Germany,15
0,571824,22029,SPACEBOY BIRTHDAY CARD,12,10,0.42,12472,Germany,15
0,575886,22029,SPACEBOY BIRTHDAY CARD,12,11,0.42,12517,Germany,15
0,575896,22029,SPACEBOY BIRTHDAY CARD,12,11,0.42,12480,Germany,15
0,576607,22029,SPACEBOY BIRTHDAY CARD,12,11,0.42,12474,Germany,15
0,576863,22029,SPACEBOY BIRTHDAY CARD,12,11,0.42,12626,Germany,15
0,578298,22029,SPACEBOY BIRTHDAY CARD,12,11,0.42,12619,Germany,15
0,580511,22029,SPACEBOY BIRTHDAY CARD,24,12,0.42,12560,Germany,15
0,580752,22029,SPACEBOY BIRTHDAY CARD,12,12,0.42,12478,Greece,16
0,541206,22029,SPACEBOY BIRTHDAY CARD,144,1,0.36,14646,Netherlands,25
0,541711,22029,SPACEBOY BIRTHDAY CARD,144,1,0.36,14646,Netherlands,25
0,543387,22029,SPACEBOY BIRTHDAY CARD,144,2,0.36,14646,Netherlands,25
0,544672,22029,SPACEBOY BIRTHDAY CARD,144,2,0.36,14646,Netherlands,25
0,548011,22029,SPACEBOY BIRTHDAY CARD,216,3,0.36,14646,Netherlands,25
0,552883,22029,SPACEBOY BIRTHDAY CARD,144,5,0.36,14646,Netherlands,25
0,557263,22029,SPACEBOY BIRTHDAY CARD,72,6,0.36,14646,Netherlands,25
0,557525,22029,SPACEBOY BIRTHDAY CARD,12,6,0.42,12759,Netherlands,25
0,558262,22029,SPACEBOY BIRTHDAY CARD,72,6,0.36,14646,Netherlands,25
0,563076,22029,SPACEBOY BIRTHDAY CARD,72,8,0.36,14646,Netherlands,25
0,564650,22029,SPACEBOY BIRTHDAY CARD,72,8,0.36,14646,Netherlands,25
0,567280,22029,SPACEBOY BIRTHDAY CARD,144,9,0.36,14646,Netherlands,25
0,567795,22029,SPACEBOY BIRTHDAY CARD,72,9,0.36,14646,Netherlands,25
0,572035,22029,SPACEBOY BIRTHDAY CARD,144,10,0.36,14646,Netherlands,25
0,574056,22029,SPACEBOY BIRTHDAY CARD,72,11,0.36,14646,Netherlands,25
0,581175,22029,SPACEBOY BIRTHDAY CARD,144,12,0.36,14646,Netherlands,25
0,581176,22029,SPACEBOY BIRTHDAY CARD,72,12,0.36,14646,Netherlands,25
1,540469,22029,SPACEBOY BIRTHDAY CARD,12,1,0.42,12484,Spain,32
0,559173,22029,SPACEBOY BIRTHDAY CARD,12,7,0.42,12540,Spain,32
0,575144,22029,SPACEBOY BIRTHDAY CARD,12,11,0.42,12540,Spain,32
0,541518,22029,SPACEBOY BIRTHDAY CARD,24,1,0.42,12451,Switzerland,34
0,541569,22029,SPACEBOY BIRTHDAY CARD,12,1,0.42,13520,Switzerland,34
0,542586,22029,SPACEBOY BIRTHDAY CARD,12,1,0.42,12377,Switzerland,34
0,547815,22029,SPACEBOY BIRTHDAY CARD,12,3,0.42,13520,Switzerland,34
0,555943,22029,SPACEBOY BIRTHDAY CARD,12,6,0.42,13520,Switzerland,34
0,560245,22029,SPACEBOY BIRTHDAY CARD,12,7,0.42,,Switzerland,34
0,563756,22029,SPACEBOY BIRTHDAY CARD,12,8,0.42,12418,Switzerland,34
1,569653,22029,SPACEBOY BIRTHDAY CARD,12,10,0.42,12451,Switzerland,34
0,570714,22029,SPACEBOY BIRTHDAY CARD,12,10,0.42,13520,Switzerland,34
0,574740,22029,SPACEBOY BIRTHDAY CARD,24,11,0.42,12357,Switzerland,34
0,539488,22029,SPACEBOY BIRTHDAY CARD,24,12,0.42,12377,Switzerland,34
0,570467,22029,SPACEBOY BIRTHDAY CARD,12,10,0.42,12607,USA,38
0,542216,22030,SWALLOWS GREETING CARD,12,1,0.42,14911,EIRE,11
0,545634,22030,SWALLOWS GREETING CARD,12,3,0.42,14911,EIRE,11
0,551950,22030,SWALLOWS GREETING CARD,12,5,0.42,14911,EIRE,11
0,556126,22030,SWALLOWS GREETING CARD,12,6,0.42,14911,EIRE,11
1,560300,22030,SWALLOWS GREETING CARD,12,7,0.42,14911,EIRE,11
0,562960,22030,SWALLOWS GREETING CARD,12,8,0.42,14911,EIRE,11
0,577355,22030,SWALLOWS GREETING CARD,12,11,0.42,14911,EIRE,11
0,547715,22030,SWALLOWS GREETING CARD,12,3,0.42,12520,Germany,15
1,561388,22030,SWALLOWS GREETING CARD,72,7,0.36,12753,Japan,21
0,537218,22030,SWALLOWS GREETING CARD,12,12,0.42,12763,Japan,21
0,556241,22030,SWALLOWS GREETING CARD,12,6,0.42,12597,Spain,32
0,538525,22030,SWALLOWS GREETING CARD,12,12,0.42,12540,Spain,32
0,578298,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,11,0.42,12619,Germany,15
1,560451,22032,BOTANICAL LILY GREETING CARD,12,7,0.42,14911,EIRE,11
0,545227,22032,BOTANICAL LILY GREETING CARD,12,3,0.42,12428,Finland,13
0,559004,22032,BOTANICAL LILY GREETING CARD,12,7,0.42,12428,Finland,13
0,575193,22032,BOTANICAL LILY GREETING CARD,12,11,0.42,12681,France,14
0,578698,22032,BOTANICAL LILY GREETING CARD,12,11,0.42,12620,France,14
0,571312,22032,BOTANICAL LILY GREETING CARD,12,10,0.42,12474,Germany,15
0,578298,22032,BOTANICAL LILY GREETING CARD,12,11,0.42,12619,Germany,15
0,545475,22035,VINTAGE CARAVAN GREETING CARD ,72,3,0.36,12415,Australia,1
1,565851,22035,VINTAGE CARAVAN GREETING CARD ,12,9,0.42,14911,EIRE,11
0,547327,22035,VINTAGE CARAVAN GREETING CARD ,12,3,0.42,12681,France,14
0,553411,22035,VINTAGE CARAVAN GREETING CARD ,12,5,0.42,12714,France,14
0,557069,22035,VINTAGE CARAVAN GREETING CARD ,12,6,0.42,12562,France,14
0,565430,22035,VINTAGE CARAVAN GREETING CARD ,12,9,0.42,14335,Germany,15
0,541206,22035,VINTAGE CARAVAN GREETING CARD ,72,1,0.36,14646,Netherlands,25
0,569722,22037,ROBOT BIRTHDAY CARD,12,10,0.42,12431,Australia,1
0,554147,22037,ROBOT BIRTHDAY CARD,12,5,0.42,12423,Belgium,4
0,549196,22037,ROBOT BIRTHDAY CARD,12,4,0.42,14911,EIRE,11
0,556126,22037,ROBOT BIRTHDAY CARD,12,6,0.42,14911,EIRE,11
0,556510,22037,ROBOT BIRTHDAY CARD,12,6,0.42,14911,EIRE,11
0,567899,22037,ROBOT BIRTHDAY CARD,12,9,0.42,14911,EIRE,11
0,573748,22037,ROBOT BIRTHDAY CARD,12,11,0.42,14911,EIRE,11
0,575751,22037,ROBOT BIRTHDAY CARD,12,11,0.42,14911,EIRE,11
0,545227,22037,ROBOT BIRTHDAY CARD,12,3,0.42,12428,Finland,13
0,540178,22037,ROBOT BIRTHDAY CARD,12,1,0.42,12681,France,14
0,541405,22037,ROBOT BIRTHDAY CARD,12,1,0.42,12683,France,14
0,544470,22037,ROBOT BIRTHDAY CARD,12,2,0.42,12707,France,14
0,550313,22037,ROBOT BIRTHDAY CARD,12,4,0.42,12681,France,14
0,552315,22037,ROBOT BIRTHDAY CARD,12,5,0.42,12700,France,14
0,555547,22037,ROBOT BIRTHDAY CARD,12,6,0.42,12681,France,14
0,563712,22037,ROBOT BIRTHDAY CARD,12,8,0.42,12680,France,14
0,565930,22037,ROBOT BIRTHDAY CARD,24,9,0.42,12685,France,14
0,568040,22037,ROBOT BIRTHDAY CARD,12,9,0.42,12681,France,14
0,568953,22037,ROBOT BIRTHDAY CARD,12,9,0.42,12728,France,14
0,569699,22037,ROBOT BIRTHDAY CARD,12,10,0.42,12723,France,14
0,576087,22037,ROBOT BIRTHDAY CARD,12,11,0.42,12689,France,14
0,578698,22037,ROBOT BIRTHDAY CARD,12,11,0.42,12620,France,14
0,578736,22037,ROBOT BIRTHDAY CARD,12,11,0.42,12681,France,14
0,537463,22037,ROBOT BIRTHDAY CARD,12,12,0.42,12681,France,14
0,580986,22037,ROBOT BIRTHDAY CARD,12,12,0.42,12650,France,14
0,541965,22037,ROBOT BIRTHDAY CARD,12,1,0.42,12625,Germany,15
0,550527,22037,ROBOT BIRTHDAY CARD,12,4,0.42,12476,Germany,15
0,552337,22037,ROBOT BIRTHDAY CARD,12,5,0.42,12621,Germany,15
0,553731,22037,ROBOT BIRTHDAY CARD,12,5,0.42,12481,Germany,15
0,556578,22037,ROBOT BIRTHDAY CARD,12,6,0.42,12472,Germany,15
0,558628,22037,ROBOT BIRTHDAY CARD,12,6,0.42,12626,Germany,15
0,560876,22037,ROBOT BIRTHDAY CARD,12,7,0.42,12626,Germany,15
0,560901,22037,ROBOT BIRTHDAY CARD,24,7,0.42,12476,Germany,15
0,561037,22037,ROBOT BIRTHDAY CARD,12,7,0.42,12472,Germany,15
0,561094,22037,ROBOT BIRTHDAY CARD,12,7,0.42,12474,Germany,15
0,564140,22037,ROBOT BIRTHDAY CARD,12,8,0.42,12621,Germany,15
0,568103,22037,ROBOT BIRTHDAY CARD,24,9,0.42,12518,Germany,15
0,570718,22037,ROBOT BIRTHDAY CARD,12,10,0.42,12518,Germany,15
1,570189,22037,ROBOT BIRTHDAY CARD,12,10,0.42,12492,Germany,15
0,571824,22037,ROBOT BIRTHDAY CARD,12,10,0.42,12472,Germany,15
0,580752,22037,ROBOT BIRTHDAY CARD,12,12,0.42,12478,Greece,16
0,548010,22037,ROBOT BIRTHDAY CARD,72,3,0.42,14646,Netherlands,25
0,552883,22037,ROBOT BIRTHDAY CARD,72,5,0.36,14646,Netherlands,25
0,555589,22037,ROBOT BIRTHDAY CARD,12,6,0.42,12802,Netherlands,25
0,563076,22037,ROBOT BIRTHDAY CARD,72,8,0.36,14646,Netherlands,25
0,581175,22037,ROBOT BIRTHDAY CARD,144,12,0.36,14646,Netherlands,25
0,551868,22037,ROBOT BIRTHDAY CARD,12,5,0.42,12540,Spain,32
0,567653,22037,ROBOT BIRTHDAY CARD,12,9,0.42,12550,Spain,32
0,541518,22037,ROBOT BIRTHDAY CARD,24,1,0.42,12451,Switzerland,34
0,542586,22037,ROBOT BIRTHDAY CARD,12,1,0.42,12377,Switzerland,34
0,560245,22037,ROBOT BIRTHDAY CARD,12,7,0.42,,Switzerland,34
0,539488,22037,ROBOT BIRTHDAY CARD,12,12,0.42,12377,Switzerland,34
0,565218,22037,ROBOT BIRTHDAY CARD,12,9,0.42,12739,United Arab Emirates,35
1,568095,22038,BOTANICAL LAVENDER GIFT WRAP ,25,9,0.42,14911,EIRE,11
0,567721,22039,BOTANICAL LILY GIFT WRAP,100,9,0.42,12409,Switzerland,34
0,564378,22040,BOTANICAL ROSE GIFT WRAP,25,8,0.42,12417,Belgium,4
0,543492,22040,BOTANICAL ROSE GIFT WRAP,25,2,0.42,12720,Germany,15
1,551054,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,4,2.55,12429,Austria,2
0,558684,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,7,2.55,14016,EIRE,11
0,546678,22041,"RECORD FRAME 7"" SINGLE SIZE ",12,3,2.55,12681,France,14
0,537463,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,12,2.55,12681,France,14
0,539607,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,12,2.55,12681,France,14
1,564972,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,8,2.55,12621,Germany,15
0,560876,22042,CHRISTMAS CARD SINGING ANGEL,12,7,0.42,12626,Germany,15
